AccX,AccY,AccZ
0.6481521606,-8.208630066,-0.6352789307
-2.594404907,-6.9022966,-2.512974243
-7.6640625,-9.589508514,-3.150648193
-3.516038361,-7.056625671,-2.747087402
-0.762664032,-10.62131287,-2.46297821
0.1336720276,-7.956254883,-1.322050781
0.1212478638,-8.392447815,-1.739382935
-1.94355835,-9.339228973,-0.2507286072
-3.381617889,-7.114555206,-0.08352630615
-5.54267395,-10.98924774,-1.191671906
-3.188070374,-7.080276489,-1.769320679
-1.266216888,-9.173822937,-0.2305206299
-2.116299133,-9.331295471,0.4715194702
-2.684068451,-7.8127034,-0.4643344116
-0.5438191223,-9.498497772,-0.2850073242
-1.31756012,-13.17799622,0.07259902954
-6.462660828,-13.48725311,-0.02724334717
-0.1812730408,-7.020700378,-0.5385800171
1.04961731,-14.24288177,0.3338058472
1.592987366,-8.566386108,0.1969903564
0.4363426208,-9.125623169,-0.7854167175
-1.350491638,-10.12614258,-3.212319946
-0.9165440369,-6.259383545,-3.977977753
-2.351160736,-10.34124527,-2.769391022
-0.4007167053,-4.320465546,1.446891174
2.774480438,-13.91685974,-3.693419495
-1.474733276,-7.243437195,-5.648204498
-3.46230011,-11.4145134,-7.089108124
-1.507515106,-15.74934906,-4.823569336
-3.065325623,-10.10967682,-3.626658325
-2.869532776,-5.916446686,-0.425565033
-5.11680954,-9.191486206,-1.319506073
-2.558479614,-4.576133881,-1.955084381
-0.7923023987,-8.378077698,-0.04430786133
-3.026256866,-9.867181091,-6.369704132
-0.9975256348,-10.57790314,-2.852468262
-2.224973145,-10.61278061,-0.4385879517
-2.595752106,-9.823771362,-0.8855584717
-1.835034027,-10.0873732,-0.7899073792
-4.111051025,-11.95788345,1.168021088
-5.066214752,-11.48441803,-0.5454656982
0.3739224243,-10.66352509,-2.236948242
0.03143463135,-9.322763214,-0.1010398865
1.919608154,-7.318730621,-3.720513153
-1.065184937,-7.989485779,-1.203946381
-4.858596497,-10.11701157,-2.256557465
-1.497485962,-7.370971985,-1.565744019
0.7967930603,-9.646689606,-2.657872925
-0.2884501648,-8.384214935,-1.045575714
-3.219954071,-7.492369537,-7.050338745
-4.015848999,-15.9704393,-6.112239532
-4.033512268,-12.13361801,-4.157753906
-4.790188751,-6.866371307,-0.7719447327
-4.634512482,-3.153791656,-1.840722198
-2.883304138,-6.636599121,-2.215542755
-1.533411255,-7.746391296,-0.6004014587
-1.529219971,-9.845775604,-3.65420105
-3.306025085,-10.68043991,-3.891607361
-3.869154053,-9.171876984,-1.218615875
-5.212460632,-8.556356964,-2.04534668
-2.02424057,-12.32701584,-0.6283932495
-6.144721985,-11.58785294,1.626667328
-0.1263372803,-9.837243347,-4.949906616
-1.0776091,-10.3991748,0.1285826111
0.808768158,-10.41429337,-3.600462799
-0.4001179504,-6.628216553,-0.8994795227
-3.633843384,-8.327782288,-5.722150726
-3.714675293,-7.05797287,-1.038839722
-0.2989283752,-8.376131744,-6.006110229
-0.2987786865,-11.39430542,-6.12421463
-5.09570343,-9.138646088,-4.02153717
-4.895719299,-13.30942291,-2.789149933
-1.328637085,-9.918374634,-1.810036011
-0.6243516541,-4.199517059,0.5469625854
-2.158211975,-8.588689728,-0.863404541
-2.495011597,-11.69383255,-1.233734436
-7.799381104,-8.955726471,-4.78210556
-8.509504395,-17.69515274,-6.673422546
-2.309846649,-15.02769974,0.263152771
-0.2659968567,-9.345964966,0.5292993164
0.3514691162,-8.92773468,1.190773773
0.8035290527,-6.243366852,0.9262738037
1.392254791,-10.73911789,-7.183262329
-1.318158875,-6.425088959,-0.593815155
-3.802093506,-10.88985443,-5.759423218
-0.9526190186,-7.734116821,-1.82889679
-0.8708889771,-9.854008484,-10.95481934
-0.2607577515,-12.43524078,-0.4369413757
-2.701282654,-10.52281769,-5.270539856
-2.869233398,-14.27431641,-3.535048828
-3.169508972,-6.443201294,-0.8580157471
-3.95836853,-7.05917038,-2.132914581
-3.755839691,-5.568570099,-0.6791377258
-2.673739929,-7.907606049,-0.639919281
-6.685996399,-7.739804993,-7.17023941
-2.938539276,-3.559897156,-0.5571414185
-3.256478119,-14.00562515,3.352727966
-5.933211823,-27.85392746,5.665418701
-0.9125024414,-0.8771759033,-17.15253113
1.455872498,-7.946525116,0.5318440247
2.953059082,-11.33936966,2.01376236
-0.08083190918,-7.957901459,0.3147953796
-0.01796264648,-12.44901215,0.8888516235
-1.395997009,-10.33046768,-0.3110531616
-0.1336720276,-9.611961823,-2.632575531
-0.6292913818,-10.32702484,0.3811074829
0.1170565796,-11.67287613,1.951192474
-0.01152603149,-10.63209045,0.4861889648
-0.8650511169,-11.92764633,-7.908204803
1.068777466,-14.23105637,2.75202713
0.8361611938,-10.33181488,-0.5254074097
-3.612886963,-8.091872864,-1.638792114
-7.012916565,-5.326373749,-2.352957001
-4.172872467,-3.295546875,-4.998106384
-1.170416107,-5.432802429,-4.957989807
-6.191125488,-7.804620209,-4.237238617
-2.068398743,-8.50067276,-0.1040336609
0.1553768921,-15.72285416,-0.8761280823
-1.082848206,-7.601193237,-0.2198927307
-4.280798035,-10.41489212,-0.9605525208
-1.510209503,-9.331295471,-0.938997345
-1.849703522,-9.84861969,-3.306025085
-1.11039093,-8.596024475,-1.420545959
-1.344204712,-6.879843292,0.217048645
-1.314266968,-11.19102814,0.8422984314
-1.626218262,-11.70625671,0.1700463867
0.7445516968,-14.49181412,2.237397308
-1.003662872,-13.06587936,3.455564117
-5.494474182,-8.935668182,1.997745667
-7.714208221,-13.58978989,-17.01915848
-9.40868454,-13.40821747,8.672365723
-0.7610174561,-13.80264725,-4.846172333
-1.719773712,-3.811823273,0.5050497437
-2.747087402,-1.27310257,-4.362977142
-3.57456665,-1.716031494,-4.147575073
0.6457571411,-2.750979309,-4.869523773
-4.887935486,-3.875440979,-4.203558655
-8.75454483,-8.351133728,-11.80190781
-8.070467377,-13.76492569,-5.386997681
1.03674408,-4.519701233,-2.609074402
-3.253634033,-12.80766632,-3.917802887
-3.65420105,-8.766370239,-1.798210602
-2.337089996,-10.78492264,-1.798809357
-0.915945282,-9.785301361,-0.7557783508
-0.4189787292,-8.170010376,-2.415377197
-2.906206512,-9.652677155,-2.953358459
-1.655407562,-7.991282043,-1.434167633
-0.05418731689,-9.455237732,-0.0303868103
-1.894161072,-12.8783194,1.622476044
-2.935395813,-13.86536682,2.631976776
-1.012344818,-11.28009293,1.887724457
-2.871778107,-10.04635849,-14.29272812
-8.612639923,-13.22963882,-1.530118103
-4.394262085,-12.17597992,-0.07529342651
-1.322948914,-9.685908051,-4.449197845
-2.546803894,-3.555406494,-1.936822357
-1.417103119,-0.3246748352,-3.560645599
-0.3047662354,-0.7631130981,-3.87065094
-1.311273193,-1.652862854,-6.856791229
-7.70732254,-8.343349915,-5.213807831
-3.414100342,-10.64825684,-1.341959381
-1.77500885,-8.5439328,-4.532125397
-1.635049896,-9.535470886,-5.681585083
-1.468895416,-5.875731354,-2.876867523
-4.223766632,-15.01048553,-0.6102809143
-0.9406439209,-9.84397934,-3.538042603
-2.759960632,-9.239386597,-2.908900909
-2.193688202,-8.706943817,-2.605481873
-1.651365967,-7.720495148,-1.746717682
-0.7789801025,-8.583899689,-0.7586224365
-2.099983063,-12.27073288,1.848356323
-0.4064048767,-15.3865036,2.590213623
-0.9404942322,-10.00624191,0.3864962769
-4.056414642,-11.92210785,-8.531358948
-9.218579865,-9.737101593,-4.452341309
-3.040926361,-13.15329758,5.062622223
-1.584904175,-9.740394745,-3.454665985
-2.440524902,-3.06442749,-3.257076874
-3.567531281,-1.506018219,-3.610042877
-0.8322692871,-1.703906708,-4.071233826
-0.7975415039,-1.315913544,-6.350244598
-3.323239288,-4.952601013,-7.247329102
-6.868766327,-13.25164307,-9.68366272
-2.032922516,-4.990621948,-3.277733917
-0.4788542175,-8.876391449,-5.413642273
-3.075803833,-12.11430817,-3.620970154
-1.057550812,-5.984105988,-2.189496918
-4.858446808,-9.78664856,-2.545157318
-2.379451904,-9.631571045,-1.76333313
-0.8804690552,-9.799072723,-1.636247406
0.6682104492,-10.53748718,-1.933229828
-0.417481842,-8.375982056,-0.6441105652
-0.9210346985,-9.557475128,-2.439327393
-0.4188290405,-8.98746048,-0.7065307617
-1.426683197,-11.05900269,1.950593719
-0.7993377686,-13.60670471,2.279459839
-0.6044430542,-5.961502991,-0.2227368164
-0.1327738953,-14.86932907,1.694925385
-1.151106262,-10.23526566,1.633702698
-3.081641693,-12.95600784,2.535277863
-4.519102478,-13.13084427,-4.875062256
-6.540049896,-9.217681732,-7.800279236
-3.483106842,-11.76029434,5.30990799
-2.344574432,-13.05884399,-3.894152069
-4.132606201,-6.616091766,-1.463506622
-2.708916779,-4.722978516,-2.33200058
-2.507585449,-1.891017609,-3.804787903
0.1263372803,-1.207688599,-3.331771545
-3.261118469,-5.165308685,-7.303013306
-2.541564789,-6.321204987,-6.011199646
-1.80195282,-11.01918549,-14.96063919
-2.777025146,-7.803422699,-4.290976868
-2.070045319,-4.450245667,-8.707991638
-4.391867065,-10.49692154,-4.150419159
-2.48992218,-7.475005646,-3.571572876
-2.412233734,-10.87219116,-2.192490692
-1.213975525,-10.79779587,-2.695295105
-0.4996609497,-9.284742279,-2.381248169
-1.576521606,-10.03602997,-1.521436157
-0.905766449,-9.593699799,-2.283202057
0.2164498901,-8.706195374,-1.904788971
0.2823129272,-9.216484222,-0.9246272278
-1.348246307,-8.815617828,-0.6481521606
-1.92484726,-9.829309845,0.5093907166
-0.7021897888,-10.10668304,0.460891571
0.9216334534,-10.24170227,-0.9136999512
1.342408447,-9.735455017,-0.7680528259
0.3543132019,-10.00130219,1.478625183
-0.6252497864,-13.01513489,1.874402161
-6.063291321,-14.07029068,2.7391539
-11.11992599,-8.162675629,0.4894821167
-1.280137939,-9.523196411,-8.847651215
-1.133592682,-8.701405334,5.995632019
-1.950593719,-7.322772217,-3.138673096
-4.212839355,-2.988684998,1.983225861
2.043400726,-9.172924805,-1.257534943
-1.579515381,-8.683442688,-2.4724086
-1.433868256,-9.609267426,-4.89332428
0.6420149231,-10.15009277,-0.3261717224
0.2630030823,-7.863597565,-0.2650987244
-0.2279759216,-10.1391655,-0.4954696655
-3.458857269,-13.32334396,0.825383606
-5.600603485,-11.90055267,0.6360273743
-0.2267784119,-10.41983185,0.5191204834
0.7658074951,-7.855364685,-0.1948947144
0.3903881836,-11.39370667,0.5773493958
0.2278262329,-7.930658112,0.4281097412
-1.568438416,-6.739135895,-4.205205231
-1.440005493,-8.157286835,-0.2683918762
-1.558858337,-9.978100433,0.8488847351
-1.096619568,-9.175469513,0.6725514221
-3.432512054,-9.279652863,-3.509302368
-4.573289795,-7.6043367,-3.368145905
-2.715203705,-13.34744385,-1.797761536
-2.455344086,-11.44654678,-4.203408966
-6.067781982,-10.76381653,-4.007167053
-5.768703918,-5.985752563,-3.667972412
-3.444936218,-4.514911194,-3.619473267
-1.72231842,-6.255940704,-2.975063324
-2.760709076,-6.399342499,-2.768941956
-2.370171204,-8.598269806,-4.927752686
-1.603615265,-8.608149261,-1.598974915
-4.331093445,-8.247100067,-1.474583588
-4.739444275,-8.248297577,-3.78517868
-5.677543488,-10.61502594,-2.125879211
-1.73294632,-7.934250641,0.2264790344
-0.3451821899,-9.915380859,0.9398954773
-0.7276368713,-13.73109604,1.059496765
-7.710016937,-10.14874557,-1.81482605
-1.825453949,-9.094787292,-2.900218964
-0.5514532471,-18.00276306,0.8021818542
1.480870514,-5.182223511,-0.963097229
0.09160949707,-8.583450623,-3.156036987
-0.732127533,-7.760761414,-1.075513458
-2.915038147,-10.73941727,-4.72133194
-0.1172062683,-7.319029999,-1.656305695
-1.338965607,-10.23496628,-2.374661865
-3.428620148,-7.477101288,-4.997357941
-3.678899689,-7.599546661,-3.882925415
-3.066223755,-15.19550079,-4.469106445
-3.1054422,-8.619824982,-3.797902222
-4.902455292,-8.844956818,-1.876198425
-4.620441742,-5.087470551,-2.361638947
-2.228865051,-5.28880188,-1.663341064
-1.409768372,-8.083639984,-0.4475692749
-2.573149109,-10.65708847,-3.685036926
-4.837939453,-10.89464447,-4.03216507
-5.468128967,-9.185648346,-1.060694275
-1.012943573,-7.96239212,-1.70719986
-2.502496033,-11.67512146,-1.501976624
-6.788383484,-18.5914888,-2.739303589
-0.8710386658,-7.181466064,-0.08397537231
-0.4212240601,-12.68267624,0.8758287048
0.6382727051,-7.227869568,0.4146377563
1.737736359,-12.41712845,-7.923922119
-1.579216003,-7.638465729,-2.431543579
-2.047442322,-10.04022125,-1.856140137
-0.9187893677,-8.412057037,-3.158282318
-1.676663361,-8.172405396,-2.594554596
-0.7062313843,-8.708889771,-3.514092407
-0.0758921814,-9.920470276,-3.454216919
-2.176024933,-6.69991745,-1.85464325
-3.46933548,-8.750203857,-4.896916809
-0.9514215088,-7.432194672,-3.419189758
-3.316353607,-15.62316147,-6.439608765
-6.635102234,-12.16415451,-2.442171478
-7.800578613,-9.869127045,-2.619552612
-2.669249268,-4.942272491,-1.85808609
-3.108286285,-7.796836395,-1.039588165
-2.833308105,-6.995253296,-0.5587879944
-2.892734528,-7.981701965,-4.472998352
-4.464166718,-12.34243378,-5.960305481
-2.900817719,-6.599775696,-0.94543396
-2.534529419,-6.875801697,0.7891589355
-0.5971083069,-11.74861862,0.8449928284
-1.553020477,-6.78763504,-1.542991333
-13.11497726,-15.3068692,-1.18059494
-2.232906647,-11.14013397,-0.7955955505
0.3695814514,-10.40561142,0.2198927307
1.926793213,-11.16573074,-0.3402424622
1.846560059,-6.55711441,-5.769901428
-0.2116598511,-10.22583527,-2.631677399
-1.883682861,-6.659800873,-7.141499176
-1.747466125,-10.39408539,-1.210083618
0.5173242188,-9.033414917,-3.753744049
-0.008232879639,-9.327702942,-3.353626099
-2.033221893,-7.091203766,-3.697161713
-1.621577911,-9.401050415,-4.5984375
-1.285077667,-11.53710846,-1.816921692
-1.134191437,-11.26093277,-2.959495697
-1.782493286,-4.937931519,-2.225122833
-5.374423828,-7.184759216,-0.6765930176
-3.981270905,-4.627626801,-2.231110382
-4.662953339,-8.979976044,-5.418881378
-3.278482361,-10.15054184,-6.448590088
-2.096989288,-10.821297,-1.852846985
-5.886209564,-11.95219528,-5.378764801
-2.611170044,-12.01311859,-13.04821609
-5.2513797,-10.24604324,3.123704224
1.79252243,-11.27156067,-3.33940567
-1.387464752,-8.296946411,-5.052293701
-0.9328601074,-8.66098938,-2.318977661
-0.1172062683,-8.149802399,-4.199816437
-5.278922424,-7.517068176,-3.830983429
-1.870809631,-4.388274536,-1.941313019
0.7083270264,-10.5412294,-8.330476685
-2.888842621,-7.808512115,-0.6167175293
-2.298170929,-18.87529861,-5.75208847
-0.1577719116,-15.94035187,-3.167862396
-0.7390132141,-9.873468018,0.9601034546
-0.7283853149,-5.801785126,-0.1002914429
-2.506387939,-6.526128845,0.3430865479
-6.647526398,-8.517886963,0.05523513794
-7.660619659,-7.777077484,-3.901636505
-2.889291687,-10.18227585,-7.480095062
-3.23297699,-13.93362488,-0.1721420288
0.903072052,-5.056634674,1.887574768
2.803669739,-14.08271484,-0.6122268677
3.237467651,-8.686436462,0.4315525818
2.139051819,-10.44587769,1.909129944
0.9045689392,-9.524992676,0.8210426331
0.126486969,-10.76396622,1.255139923
-1.203946381,-8.713230743,0.9255253601
-1.775457916,-8.529263306,1.033899994
-2.921624451,-13.13009583,2.33319809
-4.163891144,-12.06730591,-19.92416748
-1.480870514,-12.61232254,-1.062939606
-2.383343811,-13.36375992,1.786834259
2.443518677,-11.19432129,-4.365821228
0.6017486572,-11.37275024,-1.643731842
-5.715414734,-6.258635101,0.3249742126
-2.98958313,-3.690575409,-5.538183289
-2.15881073,-5.603148193,-3.97243927
-3.580105133,-14.1987236,0.1957928467
-9.861043854,2.118694153,-13.86087616
-2.47824646,-15.029496,1.901645508
2.402354279,-9.345216522,0.2116598511
1.111438751,-11.79262711,-0.6885681152
-3.104544067,-12.20262451,-1.118324432
-2.034120026,-7.847880249,-0.9671388245
-0.7926017761,-8.696465607,-1.841021576
-0.2083666992,-9.335187378,-0.9581575012
-1.501078491,-8.998238068,0.200433197
-1.297352142,-9.611961823,-0.1757345581
-0.4842430115,-9.883646851,-0.6402186584
-0.7476951599,-11.67931274,1.522034912
0.1312770081,-16.49090698,3.219055939
-0.7872129822,-12.11011688,2.600542145
-5.460494843,-10.14350647,-8.315956879
-5.051844635,-10.61248123,-3.913312225
-5.353916473,-12.08107727,3.296894073
-1.168320465,-11.51824768,-4.524491272
-2.689606934,-5.373675385,-0.1989363098
-2.988086243,-2.510429535,-3.239712982
-1.345701599,-0.6722520447,-3.258873138
-0.6828799438,-3.035537567,-4.295467529
-3.535797272,-2.307152252,-4.929998016
-3.295097809,-23.5734288,-5.520070953
-2.341430969,-2.85261795,-2.289788361
-5.084476776,-4.651277618,-8.146658936
-2.175276489,-11.83738403,-1.609303436
-1.476379852,-9.961185608,-2.721790009
-1.955084381,-10.21116577,-1.174607391
-2.064955902,-10.48225204,-2.793640594
-0.6502478027,-8.77684845,-2.330952759
-0.5279521179,-8.182135162,-1.243015137
-2.251917114,-8.572822723,-2.445165253
-1.148561554,-8.560997314,-1.316063232
-1.408121796,-9.861941986,0.2273771667
-1.23448288,-11.52618118,1.658101959
-0.02050735474,-15.73198517,2.197729797
0.9677375793,-11.32709518,1.059197388
0.4572990417,-8.810378723,-7.309599609
-2.998265076,-11.15061218,-2.934946747
-7.75881546,-12.37207214,0.7719447327
-0.2874023438,-13.90608215,-2.132016449
-4.367467804,-7.216493225,-3.137924652
-3.454516296,-4.800068207,-4.484823761
-0.7987390137,-2.913391571,-2.891986084
-2.417472839,-1.156944122,-4.529281311
-1.869013367,-2.89123764,-5.515879669
-3.094814301,-3.950734406,-3.619622955
-5.844147034,-15.53454575,-13.8457576
-4.22990387,-7.960296478,-2.9077034
-2.271226959,-1.21098175,-3.88472168
-5.863157501,-16.15305954,-2.350412292
-1.658251648,-6.108048248,-3.22713913
-2.9767099,-11.27200974,-1.247805176
-0.6994953918,-8.813971252,-2.074236603
-0.7503895569,-11.46615601,-1.328487396
-1.121617584,-9.324858856,-1.779948578
-1.099014587,-9.998458099,-0.7276368713
-1.408271484,-8.16716629,-0.9512718201
-2.545157318,-7.973918152,-0.6197113037
-1.529818726,-9.922865295,0.1047821045
-1.601519623,-11.74637329,1.42982666
-0.5978567505,-14.77158234,2.704725494
-0.7670050049,-10.97981735,2.11899353
-2.735561371,-9.232051849,-5.333109741
-4.788242798,-10.97023727,-4.406237183
-6.910978546,-11.26931534,1.989662476
-0.1261875916,-13.6930751,-4.327800293
-2.465822296,-7.959398346,-2.436333618
-3.151246948,-3.991300049,-3.556005249
-2.921325073,-2.834655304,-2.748733978
-2.225422211,-2.474204865,-3.996688843
-2.086810455,-4.100423126,-5.910908203
-6.349196777,-4.034260712,-9.250313873
-4.882696381,-13.9041362,-10.22373962
-0.8396040344,-6.708749084,-4.023333435
-2.124232635,-9.697434082,-3.316652985
-3.596720581,-10.37297928,-2.506837006
-2.399959259,-8.702902222,-2.201172638
-1.88383255,-10.01806732,-1.908680878
-0.5469625854,-9.417366486,-2.140698395
-1.071172485,-10.13632141,-1.277593231
-0.4996609497,-9.016350403,-1.105002136
