AccX,AccY,AccZ
-1.470991058,-10.24020538,1.06129303
0.6352789307,-4.752018127,-4.322411499
-1.035696259,-8.543483734,-0.3293151855
-1.760788422,-10.09725266,1.23448288
-0.6480024719,-13.03010376,-4.008514252
0.136665802,-13.44159805,-0.4514611816
-2.580483856,-13.10315186,-3.522175598
-0.7752378845,-16.75510757,2.301913147
-2.377805328,-13.86821091,3.036735077
-2.778372345,-5.17997818,2.375709686
-3.787424011,-2.845732269,-0.4189787292
-3.48804657,-2.384990387,-0.0347277832
-2.668650513,-8.478219452,-11.06439148
-1.763183441,-15.16661087,-9.700577545
-4.065845032,-7.892637177,-1.827399902
-5.209915924,-7.043602753,2.182910614
-3.947590942,-10.13557297,2.512674866
-2.162253571,-11.86073547,1.442849579
-0.4849914551,-5.514382782,0.1679507446
-0.839304657,-9.488618317,-2.138752441
-1.774559784,-9.198970642,0.6834786987
-0.8946894836,-12.03647003,-4.115391998
0.282462616,-13.48770218,-0.5016069031
-3.197201385,-11.16168915,-11.96102692
-0.4745132446,-14.80226852,3.020119629
-1.837279358,-14.82127899,1.383722534
-3.052901459,-7.704179077,2.437830505
-3.091670837,-3.493135986,-0.6433621216
-2.493365021,-1.838925934,2.094893646
-1.10335556,-2.971770172,-1.154100037
-3.623215485,-14.98458939,-8.94764328
-5.143603821,-8.341853027,-0.5614823914
-4.498295746,-8.242609406,3.117566986
-3.158881073,-13.12455734,4.25445282
-1.974244537,-10.92113937,0.7891589355
-0.1642085266,-4.950505371,-4.989723816
-1.437610474,-8.041876831,-1.684147797
-1.831740875,-7.93784317,1.012195129
-2.059417419,-12.80467255,-1.52697464
-0.7954458618,-13.15524353,-1.088386688
-3.710034943,-12.16744766,-9.56196579
-0.6099815369,-14.73565704,2.809058533
-1.981130219,-14.86349121,2.97431488
-2.516566772,-7.245682526,2.880609741
-3.002606049,-4.12452301,-2.293680267
-3.317850494,-3.816164246,1.37713623
-2.096240845,-1.657203827,1.978286133
-2.856659546,-30.6933728,-16.17147125
-4.348607025,-3.47637085,-3.149450684
-5.567821655,-12.80467255,2.450853424
-3.386856995,-8.507109375,1.689536591
-2.532583466,-12.33764374,1.863025818
-0.3451821899,-8.334218903,-0.4885839844
0.4245172119,-8.288563843,-1.108594666
-0.77927948,-8.493936768,0.3496728516
-1.784888306,-9.557475128,0.4038601685
-0.17902771,-12.94687683,-3.751798096
-0.8747808838,-14.93758713,-0.2971321106
-0.4897814941,-13.81028137,2.574645996
-1.271306305,-15.50086578,1.50242569
-2.829116821,-12.36024673,3.480861511
-4.429289246,-4.660708008,-2.576292572
-2.840792542,-3.246299286,0.9752220154
-2.63976059,-0.6685098267,1.077758789
-4.101470947,-26.701474,-30.5089563
-2.500101013,-5.148842926,-4.721631317
-6.402485962,-8.488697662,-1.30812973
-3.913761292,-8.834478607,2.020348663
-2.1950354,-10.57550812,2.289788361
-1.263971558,-11.28937363,0.9168434143
0.3275189209,-5.44328064,-4.204007721
-1.415606232,-8.218808899,-0.8482859802
-1.375489655,-8.838969269,1.510059814
-0.5137316895,-12.78087204,-5.525908813
-0.3894900513,-13.88048538,0.5026547241
-2.818039856,-11.71224426,-12.23765167
-0.4697232056,-16.16248993,2.367327118
-2.165546722,-14.05651932,2.253264313
-3.084186401,-6.112838287,2.978506165
-2.954106903,-3.731141052,-2.042352905
-2.919678497,-2.514920197,0.5993536377
-2.032922516,-1.330283661,-1.070274353
-4.251908112,-20.95836685,-11.53112091
-3.556154938,-3.09256897,-1.550176392
-6.080355835,-12.20591766,2.677631836
-3.581302643,-9.455986176,1.754052429
-2.115999756,-11.16198853,1.304986267
-0.6947053528,-7.244784393,0.3956272888
0.2595602417,-8.197104034,-2.306104431
-1.504221954,-8.181386719,-0.2857557678
-2.624192963,-12.85122574,-2.715503082
-0.04834945679,-13.04028259,0.3385958862
0.8053253174,-13.16976334,0.4781057739
0.008831634521,-13.32109863,3.695365448
-1.258133698,-16.8568959,1.473535767
-2.76729538,-10.814561,3.878135376
-3.450774078,-3.461252289,-2.39052887
-2.784060516,-3.628005524,0.96414505
-2.84678009,-0.01107696533,1.425335999
-2.912792816,-34.11390976,-21.42255157
-1.274150391,-5.019960938,-4.208348694
-4.266427917,-14.11968796,-0.1451980591
-3.92678421,-7.318431244,1.30468689
-3.683839417,-12.63836838,2.042801971
-1.194815369,-8.556207275,0.5986051941
0.3644920349,-7.958649902,-3.222049713
-0.6542893982,-7.283104706,-0.3755690002
-2.457290039,-11.54683823,0.9645941162
-0.03847000122,-11.77960419,-2.311792603
0.360151062,-15.01796997,0.6020480347
-0.9476792908,-12.40530304,-1.278790741
-1.253343658,-16.44854507,1.793420563
-2.87836441,-11.70880142,3.639381866
-3.0855336,-4.54110672,0.4905299377
-2.042203217,-3.596121826,-0.4619393921
-2.925815735,-1.554667053,1.457070007
-4.248165894,-21.1156897,-29.10098419
-3.201692047,-6.713539124,-5.827980652
-2.973117371,-15.34114792,0.1550775146
-2.715054016,-5.697452087,2.162103882
-4.384532318,-12.44137802,1.995200958
-1.95403656,-8.677754517,0.6915618896
-0.5087919617,-6.085744629,-0.6685098267
-1.804946594,-9.378297729,-1.350341949
-1.997745667,-9.599088593,-0.0687071228
0.06676116943,-13.35642517,-2.651735687
-0.0975970459,-14.83984039,-1.75510025
-0.7045848083,-13.02456528,3.090024261
-3.024310913,-17.0321814,1.556762695
-3.469185791,-10.05713608,2.640209656
-2.297272797,-4.188440094,-1.787433014
-1.306632843,-2.631078644,1.674867096
-1.044527893,-0.1374142456,2.105222168
-4.697381744,-30.25433578,-13.01872742
-1.947150879,-1.913321228,-4.044589233
-7.13401474,-12.19723572,2.98494278
-3.695814514,-9.193731537,2.313888245
-2.660267944,-11.2432695,1.694027252
-1.293909302,-9.359886017,0.1321751404
-0.7430548096,-8.038134613,-2.035317535
-1.064586182,-8.070916443,0.7264393616
-1.764380951,-9.07398056,0.1694476318
0.2794688416,-12.81634827,-1.412013702
-0.4719685364,-15.88840988,-3.572620697
-0.5140310669,-12.88999512,4.106410675
-1.921853485,-16.64613419,1.643582153
-3.395389252,-10.28181885,3.200344849
-5.044659576,-2.838996277,-2.258503418
-2.310445404,-3.203638,1.482966156
-0.5581892395,-0.5953120422,2.251168671
-3.566782837,-32.83287369,-20.1283429
-2.25940155,-1.995650024,-3.875890045
-7.454947357,-16.80555267,-0.2649490356
-2.706521759,-7.377558289,1.810634766
-1.819316711,-11.01200043,2.577639771
-0.6861730957,-8.477021942,0.6875202942
0.2761756897,-6.119125214,-3.68114502
-1.937271423,-10.26565247,-0.8711883545
-2.492766266,-9.88484436,-1.95403656
-0.3769161987,-13.49368973,0.1407073975
-0.1121168518,-13.59532837,-1.01099762
-0.3400927734,-13.14266968,3.572171631
-0.9804611206,-16.75331131,1.684746552
-2.851719818,-11.36601425,3.925437012
-4.509672089,-4.178860016,-0.9205856323
-3.062331848,-3.86481308,0.2173480225
-2.752775574,-0.9731263733,0.4646337891
-5.256469116,-27.47207153,-27.1473967
-1.915716248,-7.979756012,-6.791526947
-5.648653564,-10.86036575,-1.238823853
-3.557801514,-7.489974518,1.463656311
-2.244582367,-9.977801056,2.119891663
-1.387614441,-11.36182297,1.269210663
-0.1600172424,-6.262826385,0.1086740112
-0.786763916,-9.036857758,0.04071533203
-1.944606171,-10.10279114,0.01347198486
0.005538482666,-12.47820145,-2.540966034
0.2947370911,-14.27506485,-0.01811233521
-2.563718719,-12.21953934,-7.034022675
-0.9774673462,-16.65795959,2.148182831
-3.000360718,-13.65101257,3.558400269
-3.130739594,-4.118086395,2.086960144
-2.855911102,-3.090772705,-0.7285350037
-3.039130096,-0.7057823181,0.7679031372
-3.478316803,-23.08589264,-14.42280762
-3.774101715,-9.856104126,-8.700207825
-3.889960785,-7.478298798,-2.404000854
-4.958438873,-9.94921051,3.328628082
-2.989433441,-10.05324417,1.639540558
-1.327888641,-11.11753098,0.7054829407
0.4040098572,-5.698799286,-3.832330627
-0.8032296753,-8.100704498,0.22348526
-1.984872437,-9.868228912,0.637224884
-0.0817300415,-11.86447769,-3.5699263
-0.04071533203,-15.48529816,0.666713562
-1.586700439,-12.11595474,-0.2285746765
-1.447040863,-15.90592346,1.367705841
-3.427722015,-13.02037399,2.128723297
-4.762346649,-4.507277069,-0.3592529297
-1.506317596,-3.545826416,1.001118164
-2.10971283,-0.9250762939,0.9654922485
-4.829556885,-22.73083099,-25.01478149
-3.468886414,-6.795568542,-6.92100769
-4.467160492,-9.130712585,-1.392554169
-4.490362244,-8.64108078,1.879641266
-2.511177979,-10.73597443,2.448308716
-1.390159149,-10.82848206,0.9342073059
0.5733078003,-6.142476654,-4.268673248
-0.3466790771,-7.173682251,-0.7635621643
-1.767524414,-12.03916443,0.5896238708
0.1281335449,-11.82196609,-3.119962006
0.773890686,-15.88496704,1.357377319
-2.226020966,-12.60858032,-0.6762936401
-0.8601113892,-15.45895294,1.881437531
-3.006947021,-13.13907715,3.041824493
-3.314557343,-4.937183075,-1.730102234
-2.802771606,-3.384312286,-0.04430786133
-3.346890106,-1.68609375,0.8512797546
-2.809507599,-21.6306189,-24.67708374
-1.641187134,-9.831555176,-7.181915131
-5.466781769,-9.249864807,-2.047142944
-4.796924744,-8.819360046,1.683848419
-2.14354248,-9.234446869,2.772534485
-0.9413923645,-11.21063736,1.577868805
1.094673615,-5.84579361,-4.560117188
-0.3968247986,-9.329948273,-0.1384620667
-2.668500824,-10.61457687,-2.043550415
-0.8896000671,-12.06491089,-0.2219883728
1.366208954,-14.43208832,0.3755690002
-2.537672882,-12.71920029,-12.99028656
-0.2266287231,-15.07425293,2.748883667
-2.57539444,-15.51748123,2.904260559
-3.937262421,-4.85934494,1.883383484
-2.764002228,-4.199367371,-1.153800659
-3.365601196,-1.573078766,0.603993988
-2.456840973,-6.544839935,-4.014651489
-4.611460419,-12.19199661,-8.383017426
-4.77282486,-9.56076828,-0.3282673645
