AccX,AccY,AccZ
2.515219574,-0.6390211487,-9.49759964
3.490441589,0.3490740967,-9.001381531
3.360062714,-0.2053729248,-9.368418274
3.421884155,-0.08831634521,-9.078022156
3.315754852,0.0347277832,-9.532477112
2.958298187,-0.3525169373,-9.394314423
2.780617676,-0.5312452698,-9.360035706
2.846480713,-0.09969268799,-9.377698975
2.828667755,-0.31943573,-9.400152283
2.710263977,-0.06945556641,-9.410929871
2.898722076,0.170944519,-9.353449402
2.680924988,0.07619155884,-9.453740845
2.74499176,0.2764750671,-9.418563995
3.006497955,0.146844635,-9.500892792
2.997067566,0.2302212524,-9.286837921
2.610720978,0.1101708984,-9.686955872
2.242636414,-0.1657054138,-9.335187378
2.022893372,-0.1478924561,-9.785750427
2.010618896,-0.2046244812,-9.628726959
1.925595703,0.008981323242,-9.513766022
2.341131592,0.137713623,-9.521849213
2.567311249,-0.001347198486,-9.547745361
2.587968292,-0.01811233521,-9.516610107
2.435585175,0.09131011963,-9.597741394
2.237397308,0.1724414063,-9.564959564
2.21733902,0.07903564453,-9.594148865
2.274520111,0.07469467163,-9.50104248
2.311044159,0.02739303589,-9.582024078
2.257156219,-0.0715512085,-9.572593689
2.318229218,0.00643661499,-9.5525354
2.332449646,0.05628295898,-9.55837326
2.284100189,0.1240919495,-9.536967773
2.324516144,-0.01930984497,-9.601184235
2.424059143,-0.09924362183,-9.530830536
2.271376648,0.02514770508,-9.590855713
2.135159912,0.02664459229,-9.588011627
2.250569916,0.1627116394,-9.554032288
2.435285797,-0.06391708374,-9.532926178
2.331102448,0.02574645996,-9.59115509
2.412982178,0.130229187,-9.508526917
2.366428986,0.05284011841,-9.575886841
2.279160461,0.07319778442,-9.558223572
2.409090271,0.07783813477,-9.549841003
2.396516418,0.07933502197,-9.608069916
2.42795105,0.06107299805,-9.489666138
2.346370697,0.1378633118,-9.555529175
2.26179657,0.1140628052,-9.554780731
2.288890228,0.03412902832,-9.552984467
2.315684509,0.09894424438,-9.550739136
2.201472015,0.08083190918,-9.530531158
2.279010773,0.1097218323,-9.634265442
2.224973145,0.1047821045,-9.604477386
2.27931015,0.1026864624,-9.565558319
2.239642639,0.102387085,-9.627529449
2.067949677,0.117355957,-9.584568787
2.04534668,0.2038760376,-9.609117737
2.268682251,0.2140548706,-9.551786957
2.35654953,0.09610015869,-9.635163574
2.318827972,0.01781295776,-9.552236023
2.082319794,0.01407073975,-9.586814117
2.00672699,0.2424957275,-9.617649994
2.091301117,0.1963916016,-9.611213379
2.252216492,0.1568737793,-9.599687347
2.16000824,-0.1742376709,-9.601333923
2.171983337,0.02395019531,-9.59355011
2.253713379,0.1592687988,-9.590256958
2.243833923,0.0592767334,-9.586215363
2.166893921,0.0983454895,-9.555678864
2.277513885,-0.007783813477,-9.633816376
2.289189606,0.06481521606,-9.458830261
2.288291473,0.06780899048,-9.605525208
2.285597076,0.07559280396,-9.61345871
2.504292297,0.1182540894,-9.454788666
2.306403809,-0.04550537109,-9.541608124
2.37406311,0.04655319214,-9.570647736
2.612666931,-0.07140151978,-9.514065399
2.402354279,0.01826202393,-9.475894775
2.188748474,0.09295669556,-9.574389954
2.26179657,0.04355941772,-9.506281586
2.60578125,-0.09669891357,-9.647288361
2.61865448,0.09520202637,-9.463919678
2.455793152,0.07499404907,-9.465566254
2.414329376,0.1318757629,-9.555529175
2.537223816,0.06616241455,-9.45658493
2.540367279,0.0636177063,-9.577533417
2.590662689,-0.03577560425,-9.406139832
2.648741913,0.1287322998,-9.505533142
2.706671448,0.0470022583,-9.47305069
2.387086029,0.1871109009,-9.457033997
2.525997162,0.1314266968,-9.574539642
2.339335327,0.1240919495,-9.465416565
2.524350586,0.007484436035,-9.485325165
